"","V1"
" #cop21 #prayforparis #huaweishot #photo #paris #changetheclimate @ A\\\\u00e9roport Paris - Le Bourget (LBG) https://t.co/3g6x4G9QrS",3
" #cop21 #paris #huaweishot #prayforparis #changetheclimate #photo @ A\\\\u00e9roport Paris - Le Bourget (LBG) https://t.co/RLQuiB9Ntt",3
" #cop21 #photo #changetheclimate #prayforparis #huaweishot #paris @ A\\\\u00e9roport Paris - Le Bourget (LBG) https://t.co/QS5SbuLeQ4",3
" #cop21 #huaweishot #changetheclimate #huawei #photo #prayforparis @ A\\\\u00e9roport Paris - Le Bourget (LBG) https://t.co/om3HQvaz3H",3
" FRN : France lose \\\\u00a31.4billion horrific terror attacks Paris hit tourism industry: France have\\\\u2026 https://t.co/DHbNrLKXnk",1
" FRN : Children orphaned Paris terror attacks adopted French state: Several children lost one\\\\u2026 https://t.co/neHITMrbSe",2
" FRN : Paris terror attacks memorial desecrated climate change rally turns violent: Demonstrators fight with\\\\u2026 https://t.co/e5oPPFaGLj",3
" FRN : Paris terror attack suspect believed Syria: (CNN) French intelligence services believe Paris attacks\\\\u2026 https://t.co/1Cuyl3N5tv",2
" FRN : Will Paris terror attacks push French government compromise data protection security?: On 13\\\\u2026 https://t.co/PfEq3Bivzx",2
" On Sunday 29, #BrouisIsFake Trending Topic Paris 4 hours: https://t.co/D29QqUqtn6 #trndnl",3
" FRN : Security major issue French regional election campaigns Paris attacks: Les Republicain Paris region\\\\u2026 https://t.co/CwH0Kcjzgg",1
" FRN : The French Connection #BringBackOurGirls: Although terrorist massacres happened time in\\\\u2026 https://t.co/g0YkCIYIre",2
" FRN : France carries strikes IS Iraq Paris attacks: PARIS (AP) \\\\u2014 France says carried out\\\\u2026 https://t.co/pYPbDM1LZx",3
" FRN : France carries airstrikes Iraq Paris attacks: PARIS \\\\u2014 France says carried out\\\\u2026 https://t.co/AATDcvpCJg",3
" There\\\\u00b4s lights inside #memory #paris #bataclan #peace #freedom #jesuisparis #prayforparis @\\\\u2026 https://t.co/GFebKaanhb",3
" FRN : Obama: Climate pact 'act defiance' Paris attacks: President Barack Obama, left, sits French\\\\u2026 https://t.co/P1LHpxM0aK",3
" FRN : France carries airstrikes Iraq Paris attacks: France's parliament voted week to\\\\u2026 https://t.co/rbyDvAs9xz",1
" FRN : French intelligence source: Paris attack suspect likely fled Syria: Suspected Paris shooter ISIS\\\\u2026 https://t.co/Q2GJtlnn3M",2
" FRN : Paris Protesters Meet France's Anti-Terrorism Laws: In wake deadly attacks Paris earlier this\\\\u2026 https://t.co/5C3pDdEiNS",2
" FRN : French, US Presidents Dine Near Site Paris Attacks: PARIS\\\\u2014 Bernard Pacaud, chef three-star Michelin\\\\u2026 https://t.co/9WweCTaM0S",3
" FRN : I Am Paris, I Bamako, We Are Humanity: Memorial Bataclan Theatre Honors Attack Victims: Shortly after\\\\u2026 https://t.co/uPBEkS6LLu",1
" FRN : Thousands Defy Paris State Emergency, Protest Ban Sound Alarm Global Climate Crisis: AMY\\\\u2026 https://t.co/Z57RSFDxxv",3
" FRN : Debating Hollande's 'War' Response Paris Attacks: Both Germans Italians studiously\\\\u2026 https://t.co/DdDKvl7unY",1
" FRN : France, Belgium push intelligence sharing Paris attacks: source: Paris, France: France Belgium want\\\\u2026 https://t.co/ZQvSaKO4Oy",2
" FRN : France, Belgium push intelligence sharing Paris attacks: source: Paris (AFP) - France Belgium want\\\\u2026 https://t.co/nvd0ctU9eY",2
" FRN : France, Belgium push intelligence sharing Paris attacks: French President Francois Hollande greets\\\\u2026 https://t.co/QtHc0ZUc0G",3
" @obeygiant #ShepardFarey #EarthCrisis #COP21 cop21fr #changeclimate #climat #toureiffelparis\\\\u2026 https://t.co/h9JMNn3SAf",3
" FRN : France carries strikes IS Iraq Paris attacks: PARIS (AP) \\\\u2014 France says carried out\\\\u2026 https://t.co/iVd9ONrY3E",3
" FRN : Key suspect Paris attacks eluded dragnet, fled Syria: French officials: LONDON \\\\u2014 Paris attacks\\\\u2026 https://t.co/zoKhUNmr5J",2
" FRN : France, Belgium push intelligence sharing Paris attacks: Source: PARIS: France Belgium want to\\\\u2026 https://t.co/0DuxYCtSRm",1
" FRN : France, Belgium Share Intelligence Paris Attacks: France security France Belgium want improve\\\\u2026 https://t.co/3YkvfXLve4",1
" FRN : Post Paris attacks: France, Belgium push intelligence sharing: (AFP) France Belgium want improve\\\\u2026 https://t.co/H7key4FRk1",1
" FRN : Childhood memories vacations France alive Paris attacks: The world duty stand with\\\\u2026 https://t.co/7XzvyvLCfY",1
" FRN : Paris terrorist 'trained French police gun club': One terrorists attacked Bataclan concert\\\\u2026 https://t.co/qmpqI1R33A",2
" FRN : France honors killed Paris attacks: The commemoration, held Paris' Invalides national monument,\\\\u2026 https://t.co/vNY5AwzEuc",1
" FRN : Paris Attacks: 2000 Raids, 210 Arrests Since State Emergency: PARIS \\\\u2014 More 2,000 raids been\\\\u2026 https://t.co/tcDgIse5ZV",1
" FRN : 'Mastermind' Paris attacks killed French police raid: Days 129 people killed series of\\\\u2026 https://t.co/2LFfnFBLk5",3
" FRN : The Latest: French police detain man Paris attacks probe: Lebanese Druze women stand posters with\\\\u2026 https://t.co/9M3OcSQLJJ",2
" FRN : 'Paris knees' ISIS salutes terrorist 'brothers' sick new French magazine: SMUG Islamic State\\\\u2026 https://t.co/kuOkyM7Fni",2
" Act Paris Worlds Aids Day. #prayforparis #sida #worldaidsday #worldsaidsday #actup\\\\u2026 https://t.co/3Bi0ncthab",1
" FRN : The Latest: French police detain man Paris attacks probe: BRUSSELS \\\\u2014 The latest developments Nov.\\\\u2026 https://t.co/m69fcHsJ5x",2
" FRN : Marine Le Pen's Front National makes political gains Paris attacks: Only 10 months attacks on\\\\u2026 https://t.co/asbV4XrsaY",1
" FRN : Who Is Salim Benghalem? Trial Begins For France's Top ISIS Recruiter, Called True Mastermind Of ...: France's\\\\u2026 https://t.co/n8JzjzaGlC",3
" FRN : French trust Hollande grows Paris attacks: PARIS French President Francois Hollande's popularity has\\\\u2026 https://t.co/gGPRWGhIA0",3
" FRN : The Latest: French police detain man Paris attacks probe: A French official says man believed have\\\\u2026 https://t.co/cxszYQayWu",2
" FRN : NYT: French officials missed warning signals Paris attack months: Those figured just a\\\\u2026 https://t.co/UFKJm1WoL7",2
" #saintsulpice #paris #church #france #prayforparis @ Church Saint-Sulpice, Paris https://t.co/AKrogkLQZ4",3
" FRN : France Pays Tribute Victims Paris Attacks: Lazez Abrimi, 39-year-old Moroccan Molenbeek\\\\u2026 https://t.co/MxWHGJem5z",3
" FRN : French trust Hollande grows Paris attacks: 13 militant attacks killed 130 people Paris, two\\\\u2026 https://t.co/iWXjzpSYmc",1
" FRN : NYT Fairy Tale Paris Attacks: PARIS, FRANCE - JANUARY 12: French troops patrol Eifel Tower\\\\u2026 https://t.co/UA3h5cyMyH",3
" Saint sulpice #mairie #flag #paris #france #fountain #king #lion #water #prayforparis\\\\u2026 https://t.co/ZS3zh1oCXj",1
" FRN : After Paris attacks, France, Muslim community address new challenges: On Sunday, Nov. 15, days after\\\\u2026 https://t.co/8gNpNMxVDc",1
" FRN : French president best ratings 2012 Paris attacks: poll: Paris (AFP) - French President\\\\u2026 https://t.co/xwj71WBy3I",2
" FRN : France Pays Tribute Victims Paris Attacks: However, French Foreign Minister Laurent Fabius said Friday\\\\u2026 https://t.co/d9LqRhFUQ5",1
" FRN : Britons twice hostile French Syrian refugees following Paris attacks, YouGov finds: The French are\\\\u2026 https://t.co/qzNCkhb7zT",2
" FRN : French trust Hollande grows Paris attacks: French President Francois Hollande waits guest\\\\u2026 https://t.co/BmBHYYjCqH",3
" FRN : French Divided Over State Of Emergency Law In Wake Of Paris Attacks: France state emergency\\\\u2026 https://t.co/bNzvzRC9Tu",1
" FRN : Paris attacks: Muslim guard stopped suicide bomber entering stadium: In hours month's\\\\u2026 https://t.co/WDs9hBPUXB",3
" FRN : 'You'll next' ISIS warn UK terror attacks join France Syria airstrikes: The evil militants\\\\u2026 https://t.co/1uBda9vf8N",2
" FRN : French mayor calls volunteer force protect citizens wake Paris attacks: A FRENCH mayor has\\\\u2026 https://t.co/6e3dSy5S7g",1
" FRN : After Paris attacks, neo-fascists surge polls French regional elections: Since November 13 terror\\\\u2026 https://t.co/SywvgTvixs",1
" FRN : France confirms suspected mastermind Paris attacks killed raid: French Interior Minister Bernard\\\\u2026 https://t.co/guaQJUX4SX",1
" FRN : Paris attackers facts \\\\u2013 known far: French police arrest Tuesday connection with\\\\u2026 https://t.co/zGvUgrqNCa",1
" FRN : The New French R\\\\u00e9sistance: Several weeks passed Islamic attacks bloodied Paris. France's\\\\u2026 https://t.co/XklcMSFJ80",1
" FRN : France honors victims Paris attacks national ceremony: In deathly silence courtyard Les\\\\u2026 https://t.co/F3sD7mRUDR",1
" 6. #SyriaVote 7. Lagny 8. SHINee 9. Is\\\\u00e8re 10. iKON 2015/12/2 14:54 CET #trndnl https://t.co/iQIQ3mQZoL",2
" FRN : Paris attacks bomber 'trained French capital gun club' blowing himself up: An ISIS magazine has\\\\u2026 https://t.co/ejBeahUNNK",1
" FRN : France remembers Paris attack victims: In deathly silence courtyard Les Invalides names and\\\\u2026 https://t.co/4QKiwAdD41",1
" FRN : France shuts 'radical' mosques wake Paris attacks: France's Interior Minister Bernard\\\\u2026 https://t.co/IbdMGY6V7l",1
" 6. #SyriaVote 7. Han Solo 8. Lagny-sur-Marne 9. SHINee 10. Patagonie 2015/12/2 16:32 CET #trndnl https://t.co/iQIQ3mQZoL",3
" FRN : Bono U2's return France following Paris attacks: Extremists death cult \\\\u2013 we're life cult: U2\\\\u2026 https://t.co/tfg3kPeUa7",2
" FRN : France shuts mosque, arrests man crackdown attacks: Police shut mosque east Paris arrested\\\\u2026 https://t.co/pkZGLxU7if",2
" FRN : France shuts mosque, arrests man crackdown attacks: PARIS (Reuters) - Police shut mosque east of\\\\u2026 https://t.co/Y0Q6RJBGla",2
" FRN : Paris Terror Attack Venue Bataclan Will Reopen 2016: Owners: PARIS, France \\\\u2014 The Bataclan concert hall\\\\u2026 https://t.co/uf6Ws5R1Gs",2
" FRN : New arrest Paris attacks linked apartment raid: Members BRI, special unit French\\\\u2026 https://t.co/hxHRjgMd2z",1
" Last evening Paris.... Outdoors! #paris #streetcafes #warm #terassecafedefrance #prayforparis\\\\u2026 https://t.co/wYcSlwNnH3",3
" FRN : France shut 3 mosques wake Paris attacks: French Interior minister Bernard Cazeneuve leaves\\\\u2026 https://t.co/mDPYBMXuPz",1
" FRN : Three mosques shut authorities France wake Paris terror attacks: French Interior Minister\\\\u2026 https://t.co/eI37fmV2pU",2
" FRN : France honors killed Paris attacks: Yesterday, French Foreign Minister Laurent Fabius said could\\\\u2026 https://t.co/maoJUNrw5i",1
" FRN : Paris terror attacks: France shuts mosques security crackdown: France shut three\\\\u2026 https://t.co/ATzGfhofjW",1
" FRN : Geneva Tighten Security Ties With France After Paris Attacks: Geneva, home dozens international\\\\u2026 https://t.co/eLYygfEj1y",1
" FRN : France watches closely British MPs vote Syria airstrikes: A vote Britain join airstrikes against\\\\u2026 https://t.co/9UAKsUZ8eA",1
" FRN : 3 French mosques closed 1st major crackdown places worship Paris attacks: French authorities\\\\u2026 https://t.co/cFny2SLBLH",1
" FRN : French Police Close 3 Mosques After Paris Attacks: France's interior minister says police shut down\\\\u2026 https://t.co/i684OYv4UF",2
" FRN : 3 mosques closed France Paris attacks: Paris - Three mosques shut France the\\\\u2026 https://t.co/0OnIlCeTHF",2
" FRN : French investigation Paris Attacks leads 2000 raids: France's interior minister told\\\\u2026 https://t.co/mQPzcxlCAy",1
" FRN : France pays tribute victims Paris attacks: ... extremists wake November 13 Paris\\\\u2026 https://t.co/DLhrXBSDch",1
" FRN : Chief suspect Paris attacks died raid, France says: Confirmation high-profile figure from\\\\u2026 https://t.co/IgZS1TyqzJ",3
" FRN : French believe Paris terror cell planned attacks: (CNN) - Authorities France tracking down\\\\u2026 https://t.co/CWnTfIuMDL",1
" FRN : France honors victims Paris attacks: \\\\u201cTo you, I solemnly promise France to\\\\u2026 https://t.co/IKwzlFjlJQ",1
" Mosken vid Rue Jean Pierre Timbault. #paris #prayforparis #notinmyname @ Rue jean Pierre Timbault https://t.co/ginLLO19yj",3
" FRN : Paris Attack Coverage Boosts CNN, MSNBC, Fox News November: PARIS, FRANCE - NOVEMBER 14: Bono band\\\\u2026 https://t.co/inosrTLR2v",3
" FRN : Paris attacks: France issues 'reading list' aid understanding: The French Booksellers Association\\\\u2026 https://t.co/pqJSJPjHhu",1
" FRN : Paris Attacks: France Raids, Closes 3 Mosques In Massive Security Crackdown: French authorities Wednesday\\\\u2026 https://t.co/cvxkXQ8kNX",2
" FRN : French services growth slows November Paris attacks: PMI: PARIS: Growth French services slowed in\\\\u2026 https://t.co/NS5rwMMbFG",1
" FRN : Mosque shut France, man arrested hunt Paris attack suspects: PARIS: Police shut mosque east of\\\\u2026 https://t.co/hR3QjfZWRm",2
" FRN : Paris attackers needed just 30000 euros assault: France: Belgian policemen search suspects in\\\\u2026 https://t.co/X3klp1rSwa",2
" FRN : Paris Attackers Needed Just 30000 Euros Assault: France: The French finance ministry's intelligence unit\\\\u2026 https://t.co/xmGDJ7QOah",2
" FRN : Retail shops France reel shock Paris attacks: New data published Thursday reveals that\\\\u2026 https://t.co/5ZvtelXeWx",1
" FRN : Paris attacks likely cost 30000 euros, France says: PARIS (AFP) - France Thursday\\\\u2026 https://t.co/EZ9KlfmsXo",1
" FRN : French far-right tipped triumph post-attacks regional vote: Paris (AFP) - France's far-right National\\\\u2026 https://t.co/QmDLl34REO",1
" FRN : Belgium arrests new Paris attack suspects: ... Molenbeek, Paris attackers\\\\u2026 https://t.co/wrI42CvyUs",1
" FRN : French far right eyes new electoral wins Paris attacks: LILLE, France \\\\u2014 Security migrants, themes\\\\u2026 https://t.co/KYbUR8Z7Qc",1
" FRN : French far right eyes new electoral wins Paris attacks: Parisians look scene outside the\\\\u2026 https://t.co/X5r7pBrK4Y",1
" FRN : French Far Right Eyes New Electoral Wins After Paris Attacks: In photo taken Nov.27, 2015, French\\\\u2026 https://t.co/6RybXlqUkg",1
" FRN : ISIS Funding Sources 2015: How Islamic State Paid For Paris Terror Attack Guns, Ammunition ...: A small\\\\u2026 https://t.co/ia5V51zm90",2
" FRN : Paris terrorists needed just \\\\u20ac30000 assault: France Thursday said Paris attacks likely have\\\\u2026 https://t.co/yiNWUm6kWa",2
" FRN : French far right eyes new electoral wins Paris attacks: LILLE, France (AP) \\\\u2014 Security migrants,\\\\u2026 https://t.co/xRbOjKyx06",1
" FRN : France Election Results 2015: Why Nicolas Sarkozy Won't Become President After The Paris Attacks: Former\\\\u2026 https://t.co/4139JnZBCP",1
" FRN : France drafts extension state emergency: Less month Paris attacks, France drawn up\\\\u2026 https://t.co/DwY4a70Azu",1
" FRN : 3 mosques closed France Paris attacks: French Interior Minister Bernard Cazeneuve vowed Wednesday\\\\u2026 https://t.co/hXH5YvNuY4",2
" FRN : France Takes Gloves Off After Paris Attacks, Will It Overreach?: More weeks Paris\\\\u2026 https://t.co/hinTGxBd0I",2
" FRN : NAPALM DEATH's MARK 'BARNEY' GREENWAY On Paris Terror Attacks: 'I'm Not Scared By It': Vocalist Mark Barney\\\\u2026 https://t.co/enhVsfaufY",2
" FRN : France's economy declines wake Paris attacks hotels restaurants report ...:\\\\u2026 https://t.co/oKg2dK91m8",1
" FRN : Paris terrorist 'phoned Birmingham times attacks': Specialist Scotland Yard officers in\\\\u2026 https://t.co/eJbbSxRk2r",1
" FRN : In wake Paris attacks, France write state emergency constitution: Paris, Dec 4: The French\\\\u2026 https://t.co/AaLsxQeXSw",1
" Did know #SyriaVote Trending Topic Thursday 3 10 hours France? https://t.co/tb5rYNgXJJ #trndnl",3
" FRN : Days Paris attacks, France mulling shutting 100-160 mosques: Paris: In aftermath attacks in\\\\u2026 https://t.co/3S4UlaiPtw",1
" FRN : Paris caf\\\\u00e9 hit terrorist attack reopens public: Paris caf\\\\u00e9 La Bonne Bi\\\\u00e8re, people were\\\\u2026 https://t.co/EPveVPa1rY",2
" FRN : French president best ratings 2012 Paris attacks: AP Photo President Barack Obama, left, sits\\\\u2026 https://t.co/1NpsIEPWQQ",2
" FRN : Paris cafe 5 people died reopens weeks attacks: People arrive 'La Bonne Biere', which\\\\u2026 https://t.co/mZGbuRAxKc",2
" FRN : Paris bar reopens business jihadist attack: A server carries tray coffee past terrace of\\\\u2026 https://t.co/EJ2nAEjWL8",2
" FRN : Germany votes wage war ISIS stand France wake Paris terror attacks: Germany plans to\\\\u2026 https://t.co/HUCn2dotJj",1
" FRN : The Latest: Cafe 5 died Paris attacks reopens: People gather La Bonne Biere cafe Paris\\\\u2026 https://t.co/IgFNgjzSZY",2
" FRN : France's Hollande visit aircraft carrier Syrian coast: PARIS - French President Francois Hollande will\\\\u2026 https://t.co/5k1OVRk7sM",3
" FRN : In France: Paris bar reopens weeks attacks: One Paris cafes drinkers died hail\\\\u2026 https://t.co/1reUBewGJW",3
" FRN : French Muslim 'no regrets' declaring 'spiritual jihad' Isis Paris attacks despite ...: A\\\\u2026 https://t.co/bq0zQinnkm",2
" FRN : Paris bar reopens weeks attacks: A French police officer stands guard Eiffel tower week\\\\u2026 https://t.co/n5V5YId7QF",1
" FRN : Bar Paris attacks re-opens 'nightmare': A Paris bar people killed jihadist\\\\u2026 https://t.co/2w3I433dDV",3
" FRN : Paris Christmas bookings suffer militant attacks: Demand Christmas trips Paris slumped\\\\u2026 https://t.co/TBpSpIK4BK",3
" FRN : Caf\\\\u00e9 That Was Hit By Paris Terrorism Attack Reopens: Describing current atmosphere Paris, France 24\\\\u2026 https://t.co/dUtJVTcvf7",2
" FRN : France issues guide surviving terrorist attack: PARIS France's government published guide Friday on\\\\u2026 https://t.co/6Sr7IsEpy0",1
" @1LoveSyria 1st mention 'Le FBI' appears TL. Now Trending Topic France! #trndnl",3
" FRN : France's elections: Will far right boost vote?: With terror attacks Paris fresh French memories,\\\\u2026 https://t.co/0hcC5rIEMV",1
" FRN : France tells citizens react terror attack: PARIS -- With country reeling the\\\\u2026 https://t.co/KtlrOJJRU3",2
" FRN : Paris cafe reopens weeks attacks: Customers sit terrace A La Bonne Biere cafe in\\\\u2026 https://t.co/69aobW6VSS",2
" FRN : Terror guide Paris attacks 'inspired by' Bataclan rescue pregnant woman: The French government has\\\\u2026 https://t.co/jp10upFBfZ",2
" FRN : Bar Paris attacks re-opens 'nightmare': PARIS, France \\\\u2013 A Paris bar 5 people killed in\\\\u2026 https://t.co/WFUQTA6bFQ",3
" FRN : Paris attacks: France Belgium police seek 'two new suspects': Police seeking new suspects accused\\\\u2026 https://t.co/IpK0hBGPW8",1
" FRN : Paris attacks: French seek identify raid bodies: He described Abaaoud a type proud his\\\\u2026 https://t.co/fSzqpIHcEv",2
" FRN : Belgium seeks new Paris attack suspects: prosecutor: Belgium seeks new Paris attack suspects:\\\\u2026 https://t.co/eOCflKsvlj",2
" FRN : Paris got info attack mastermind France: Minister: The suspected Islamic State mastermind the\\\\u2026 https://t.co/20RV4O5MlB",3
" FRN : Paris attacks: France Belgium seek 'armed dangerous' suspects linked Salah ...: French and\\\\u2026 https://t.co/I3jnHbiY4P",1
" FRN : Belgium seeks new 'dangerous' Paris attack suspects: Belgium seeks new 'dangerous' Paris attack\\\\u2026 https://t.co/vM0Rbc4VGX",2
" FRN : Paris Attacks Suspect Salah Abdeslam 'Could Be Anywhere': Prosecutor's Office: Handout picture shows\\\\u2026 https://t.co/RAKDSOeq73",1
" FRN : French, Belgian police 'actively seeking' new Paris attacks suspects: Federal prosecutors said a\\\\u2026 https://t.co/CVaio56DMy",2
" FRN : Paris attacker travelled UK meet terror suspects: Months later series attacks in\\\\u2026 https://t.co/a1bHhRqNgJ",2
" FRN : Paris attack terrorists 'had links extremists Britain': The Isil-inspired terrorists attacked Paris\\\\u2026 https://t.co/LwhGfp5JAt",1
" FRN : SAIL holds panel Paris Attacks: The recent terrorist attacks Paris, France, sparked political\\\\u2026 https://t.co/FxitC4BB4x",1
" FRN : Paris Christmas travel militant attacks: French special police forces secure area shots are\\\\u2026 https://t.co/0vFXtZNaON",1
" FRN : How Paris attacks boost support Marine Le Pen's far-right Front National: The FN set win\\\\u2026 https://t.co/jH5I1MBh80",3
" FRN : Risk huge ISIS influx Libya, France warns: PARIS, France\\\\u2014There increasing risk Libya\\\\u2026 https://t.co/fUlUqZsEvJ",1
" FRN : France issues how-to guide surviving terrorist attack: French Prime Minister Manuel Valls gestures he\\\\u2026 https://t.co/5CsDdJOgDZ",2
" FRN : West Hartford French Bakery La Petite France Owner Donates To Paris Attack Victims: WEST HARTFORD \\\\u2014 After the\\\\u2026 https://t.co/sjawpJIQ6U",3
" FRN : Days Paris attacks, France mulling shutting 100-160 mosques: Paris: In aftermath attacks in\\\\u2026 https://t.co/GZBybarLvb",1
" FRN : APTOPIX France Paris Attacks: Audrey Bily, right, Romain Debray, managers La Bonne Biere, speak the\\\\u2026 https://t.co/QxHgtPvzgW",3
" FRN : Paris attacks: France Belgium police seek 'two new suspects': But French source familiar the\\\\u2026 https://t.co/CLTf3XN1uB",1
" FRN : Belgium, France seeking new Paris attack suspects: Cars pass people gather La Bonne Biere\\\\u2026 https://t.co/05K2pMBmZ7",3
" FRN : Authorities Belgium France seek new suspects Paris terror attacks: Authorities Belgium and\\\\u2026 https://t.co/tQIpdaTRmI",2
" FRN : France, Belgium seek 2 new suspects Paris attacks: https://t.co/I8itGFsdus - Police seeking new\\\\u2026 https://t.co/CASE7LrySk",3
" FRN : Paris terrorist attack: West Midlands Police working French Birmingham 'link': West Midlands Police\\\\u2026 https://t.co/I4fxqPLLYA",2
" FRN : French Belgian police hunt new suspects linked Paris attacks: The photo oThe faces Soufiane\\\\u2026 https://t.co/qDhozXJtPq",2
" FRN : French Military Enrollment Triples After Paris Terror Attacks: The number young French people hoping to\\\\u2026 https://t.co/niV8VEff6O",2
" FRN : French Foreign Minister Says Assad Departure Not Necessary For Syria Reform: After Paris attacks, France\\\\u2026 https://t.co/oDKHTrfihK",1
" FRN : French Military Enrollment Triples Wake Paris Attacks: French soldiers stand guard 'Rue la\\\\u2026 https://t.co/pE3LnZ07kL",2
" FRN : Paris attacker visited London, Birmingham: Months later series attacks Paris on\\\\u2026 https://t.co/ixlE04HMWi",1
" FRN : France puzzles Paris attackers' bodies: Paris: Bury discreetly? Hand to\\\\u2026 https://t.co/H0qJ4sYIx5",1
" FRN : Paris attacks: 'France destroy IS' - Hollande: French Belgian police looking key\\\\u2026 https://t.co/yZZ2f1NdtK",3
" FRN : Paris attacks spotlight turns Britain: The fallout devastating Paris attacks spread Britain on\\\\u2026 https://t.co/bQzEyhsJxg",3
" FRN : France puzzles Paris attackers' bodies: Knowing remains the\\\\u2026 https://t.co/XqoddLbts8",1
" FRN : What Will Happen To The Bodies Of The Paris Attackers? French Officials Undecided: French officials are\\\\u2026 https://t.co/wurnWx1nKy",2
" Pray Paris. #candle #ParisAttacks #bataclan @ Le Bataclan https://t.co/5iWMOwWRfW",2
" FRN : France faces conundrum Paris attackers' bodies: France puzzling bodies of\\\\u2026 https://t.co/aIYFqNl0wa",1
" FRN : Paris attacks spotlight turns Britain: Post Paris attacks, Met's Counter Terrorism Command have\\\\u2026 https://t.co/KFr3Xw8wHx",2
" FRN : France puzzles Paris attackers' bodies: Knowing remains the\\\\u2026 https://t.co/9SgCovDU9I",1
" FRN : PARIS ATTACK: Eagles Death Metal pair U2 France: Eagles Death Metal return France\\\\u2026 https://t.co/KjIyhzgZw2",3
" FRN : France votes election Paris attacks: France set vote round regional\\\\u2026 https://t.co/V47nGHSHJh",1
" FRN : France votes election Paris attacks: France set vote round regional\\\\u2026 https://t.co/9zdnqA1Bj3",1
" FRN : Paris attacks spotlight turns Britain: The fallout month's Paris attacks spread Britain on\\\\u2026 https://t.co/8PQlc5hx5u",3
" FRN : Far-right eyes big gains French regional elections Paris attacks: PARIS (Reuters) - France goes to\\\\u2026 https://t.co/xFLZ5BZy6k",2
" FRN : France hold elections Paris attacks: France's far-right National Front (FN) widely\\\\u2026 https://t.co/6mhjNlFTDe",1
" FRN : First French poll Paris attacks: A recent opinion poll suggests National Front's popularity has\\\\u2026 https://t.co/qkrExiEEny",1
" FRN : French polls open vote Paris attacks: Polls opened Sunday France key regional vote\\\\u2026 https://t.co/gPyngxdR5C",1
" FRN : First vote France Paris attacks: First vote France Paris attacks ... France set vote\\\\u2026 https://t.co/pykXS2bIx2",1
" FRN : France regional polls open vote Paris attacks: France President, Francois Hollande Polls\\\\u2026 https://t.co/fPCmhSlKJl",1
" FRN : Miss Universe 2015 Instagram Portrait Series: Miss France Recalls Paris Terror Attacks \\\\u2013 'I ...: Miss\\\\u2026 https://t.co/9Gvbi5gNA8",3
" FRN : France votes regional elections amid tensions Paris attacks, Europe's migrant crisis: PARIS \\\\u2014 French\\\\u2026 https://t.co/T13LeAg0UH",1
" FRN : France votes regional elections amid tensions Paris attacks, Europe's: The round regional\\\\u2026 https://t.co/IEZenMfyhS",1
" FRN : France far-right set make history poll attacks: PARIS: France's far-right National Front\\\\u2026 https://t.co/XmfOEjO9pj",1
" FRN : French voters polls wake Paris terror attacks: Polls opened France Sunday first\\\\u2026 https://t.co/hmzFkuFndw",1
" FRN : France Regional Polls Open First Vote Since Paris Attacks: Paris: Polls opened Sunday France key\\\\u2026 https://t.co/qu2Da3zWzs",1
" FRN : France votes regional elections amid post-Paris attacks tension: PARIS -- French voters casting\\\\u2026 https://t.co/xu9XfNr0mC",1
" FRN : Paris attacks: French seek identify raid bodies: The scene repeated cafes concert hall\\\\u2026 https://t.co/5q29L1fcbA",2
" FRN : French prosecutor: Suspected mastermind Paris attacks died police raid: Paris - A week the\\\\u2026 https://t.co/UnzUzVJ2XH",3
" FRN : France's far right expects gains elections Paris attacks: PARIS\\\\u2014French voters casting\\\\u2026 https://t.co/X4icGwyKQm",1
" FRN : France votes election Paris attacks: French people Sunday cast votes regional\\\\u2026 https://t.co/rxsLKPV8Br",1
" FRN : French people voting regional elections, weeks Paris attacks: The French people today\\\\u2026 https://t.co/TbRfP6cQoJ",2
" FRN : Migrants Video: Paris Attacks 'Good,' 'by 2025 All France Will Become Muslim': When asked camera\\\\u2026 https://t.co/2cKCx4ywab",1
" FRN : U2's Bono writes Paris attacks song ahead French gigs: PARIS, France \\\\u2013 U2 frontman Bono written song\\\\u2026 https://t.co/y6Rba6cPmv",2
" FRN : U2's Bono writes Paris attacks song ahead French gigs: PARIS, France - U2 frontman Bono written song\\\\u2026 https://t.co/ba2bbJTEMG",2
" FRN : Bono writes Paris attacks song ahead U2 gigs France: AFP picPARIS, Dec 6 \\\\u2014 U2 frontman Bono written\\\\u2026 https://t.co/9rjciGKEwg",2
" FRN : France holds elections deadly Paris attacks: Islamic State-inspired attacks Paris month\\\\u2026 https://t.co/hnZZ2DRbwa",1
" FRN : French far right set big gains poll attacks: PARIS: France's far-right National Front saw\\\\u2026 https://t.co/C6iKyuExvR",1
" FRN : France Votes Amid Tensions From Paris Attacks: All things need know editors of\\\\u2026 https://t.co/m49zttnWB4",1
" FRN : France's far-right National Front party wins big regional elections Paris attacks: The FN has\\\\u2026 https://t.co/pUXPQN2vzP",1
" FRN : After Paris Attacks, Proposed French Law Would Block Tor Forbid Free Wi-Fi: After recent Paris terror\\\\u2026 https://t.co/WidMMus7WM",1
" FRN : French far-right sees record surge poll attacks: PARIS \\\\u2014 France's far-right National Front saw\\\\u2026 https://t.co/Ul1IqToyiH",1
" FRN : French far-right eyes big gains regional vote Paris attacks: PARIS \\\\u2013 Grey skies cold weather\\\\u2026 https://t.co/xEFKhyRxQX",1
